"","lsoa11cd","msoa11cd"
"12160","E01014356","E02002955"
"12161","E01014282","E02002966"
"12166","E01014257","E02002951"
"12167","E01014265","E02002957"
"12174","E01014313","E02002977"
"12179","E01014341","E02002973"
"12180","E01014354","E02002955"
"12187","E01014288","E02002968"
"12189","E01014270","E02002958"
"12193","E01014289","E02002968"
"12210","E01014297","E02002971"
"12213","E01014214","E02002957"
"12218","E01014301","E02002975"
"12221","E01014218","E02002964"
"12223","E01014304","E02002975"
"12230","E01014317","E02002981"
"12237","E01014332","E02002954"
"12239","E01014331","E02002954"
"12250","E01014369","E02002974"
"12253","E01014363","E02002974"
"12255","E01014216","E02002957"
"12257","E01014215","E02002957"
"12271","E01014318","E02002983"
"12274","E01014315","E02002983"
"12275","E01014251","E02002959"
"12276","E01014346","E02002980"
"12277","E01014299","E02002975"
"12279","E01014250","E02002959"
"12283","E01014306","E02002979"
"12285","E01014324","E02002960"
"12299","E01014217","E02002962"
"12309","E01014349","E02002980"
"12318","E01014220","E02002967"
"12337","E01014316","E02002981"
"12368","E01014285","E02002965"
"12395","E01014293","E02002969"
"12403","E01014362","E02002975"
"12406","E01014249","E02002961"
"12412","E01014255","E02002959"
"12430","E01014340","E02002969"
"12435","E01014358","E02002952"
"12437","E01014355","E02002955"
"12561","E01014286","E02002965"
"12575","E01014307","E02002979"
"12576","E01014305","E02002979"
"12639","E01014211","E02002962"
"12774","E01014403","E02002986"
"12775","E01014404","E02002986"
"12776","E01014374","E02002994"
"12777","E01014376","E02002994"
"12779","E01014382","E02003005"
"12780","E01014384","E02003005"
"12781","E01014388","E02003002"
"12782","E01014387","E02003002"
"12783","E01014392","E02003000"
"12784","E01014395","E02002987"
"12785","E01014396","E02002987"
"12786","E01014405","E02002993"
"12788","E01014417","E02003001"
"12789","E01014447","E02003004"
"12790","E01014454","E02003000"
"12791","E01014453","E02003000"
"12792","E01014477","E02002989"
"12793","E01014482","E02002996"
"12795","E01014386","E02003004"
"12797","E01014391","E02003000"
"12798","E01014401","E02002985"
"12800","E01014400","E02002985"
"12801","E01014372","E02002991"
"12803","E01014371","E02002991"
"12804","E01014381","E02002996"
"12805","E01014407","E02002993"
"12806","E01033080","E02002993"
"12808","E01014414","E02002991"
"12810","E01014467","E02002990"
"12812","E01014390","E02003002"
"12814","E01014415","E02003001"
"12815","E01014375","E02002994"
"12818","E01014409","E02002988"
"12819","E01014416","E02003001"
"12820","E01014430","E02002992"
"12821","E01014438","E02002998"
"12822","E01014464","E02002995"
"12823","E01014463","E02002995"
"12824","E01014462","E02002995"
"12826","E01014474","E02002997"
"12828","E01014389","E02003002"
"12829","E01014410","E02002988"
"12830","E01014397","E02002987"
"12834","E01014429","E02002992"
"12835","E01014432","E02003003"
"12837","E01014456","E02002999"
"12838","E01014461","E02002995"
"12839","E01014468","E02002990"
"12841","E01014465","E02002990"
"12842","E01014480","E02002989"
"12843","E01014479","E02002989"
"12845","E01014380","E02002996"
"12847","E01014434","E02003003"
"12849","E01014377","E02002994"
"12856","E01014458","E02002999"
"12858","E01033078","E02002994"
"12859","E01014398","E02002987"
"12862","E01014399","E02002985"
"12864","E01014402","E02002986"
"12866","E01014419","E02003004"
"12870","E01014411","E02002988"
"12871","E01014424","E02003011"
"12873","E01014420","E02003009"
"12875","E01014413","E02002991"
"12877","E01014423","E02003009"
"12879","E01033079","E02002994"
"12883","E01014431","E02003003"
"12884","E01014428","E02002992"
"12889","E01014478","E02002989"
"12893","E01014455","E02002999"
"12897","E01014394","E02003007"
"12898","E01014439","E02003007"
"12900","E01014469","E02003010"
"12906","E01014421","E02003009"
"12907","E01014426","E02003011"
"12909","E01014425","E02003011"
"12910","E01014445","E02003006"
"12911","E01014449","E02003008"
"12912","E01014450","E02003008"
"12914","E01014451","E02003008"
"12915","E01014457","E02002999"
"12918","E01014471","E02003010"
"12919","E01014470","E02003010"
"12931","E01014370","E02002991"
"12933","E01014437","E02002998"
"12936","E01014440","E02003007"
"12943","E01014427","E02002992"
"12945","E01014379","E02003006"
"12950","E01014448","E02003008"
"12955","E01014433","E02003003"
"12961","E01014412","E02002991"
"12970","E01014393","E02003007"
"12973","E01014459","E02003000"
"12995","E01014436","E02002998"
"12998","E01014385","E02003004"
"13002","E01014442","E02003006"
"13006","E01014472","E02003010"
"13012","E01014466","E02002990"
"13039","E01014484","E02002996"
"13041","E01014373","E02002994"
"13045","E01014446","E02003004"
"13049","E01014435","E02002998"
"13061","E01014418","E02003005"
"13065","E01014452","E02003000"
"13077","E01014383","E02003005"
"13079","E01014441","E02003007"
"13088","E01014444","E02003006"
"13108","E01014443","E02003006"
"13111","E01014460","E02003000"
"13146","E01014473","E02002997"
"13176","E01014476","E02002997"
"13179","E01014483","E02002996"
"13180","E01014475","E02002997"
"13201","E01014600","E02003059"
"13202","E01014601","E02003012"
"13203","E01014676","E02003038"
"13204","E01014486","E02003034"
"13206","E01014569","E02006890"
"13207","E01014568","E02006890"
"13208","E01014570","E02006890"
"13210","E01014663","E02003025"
"13213","E01014683","E02003039"
"13217","E01033359","E02003050"
"13221","E01014574","E02006890"
"13222","E01014575","E02003030"
"13226","E01014572","E02003030"
"13228","E01014655","E02006888"
"13229","E01014653","E02006888"
"13233","E01014654","E02006889"
"13236","E01014664","E02003025"
"13237","E01014665","E02003025"
"13239","E01014502","E02003050"
"13240","E01014595","E02003062"
"13242","E01014610","E02003058"
"13244","E01014703","E02003060"
"13246","E01014706","E02003060"
"13248","E01014521","E02003057"
"13249","E01014523","E02003049"
"13250","E01014524","E02003049"
"13252","E01014577","E02003023"
"13253","E01014590","E02003024"
"13254","E01014586","E02003023"
"13255","E01032517","E02003012"
"13256","E01014614","E02003058"
"13257","E01014619","E02003028"
"13259","E01014616","E02003017"
"13261","E01014636","E02003015"
"13262","E01014682","E02003039"
"13263","E01014721","E02003017"
"13266","E01014699","E02003047"
"13269","E01033358","E02006887"
"13274","E01033356","E02006889"
"13275","E01014719","E02003017"
"13277","E01014704","E02003060"
"13281","E01014576","E02003030"
"13286","E01014587","E02003023"
"13288","E01014623","E02003032"
"13289","E01014632","E02003015"
"13291","E01014527","E02003049"
"13293","E01014545","E02003041"
"13296","E01014705","E02003060"
"13298","E01014591","E02003024"
"13299","E01032516","E02003012"
"13300","E01014620","E02003022"
"13301","E01014618","E02003022"
"13303","E01014641","E02003018"
"13304","E01014713","E02003026"
"13305","E01014714","E02003026"
"13306","E01014709","E02003026"
"13307","E01014711","E02003026"
"13310","E01014712","E02003026"
"13312","E01014718","E02003020"
"13313","E01014716","E02003020"
"13315","E01014495","E02003019"
"13316","E01014497","E02003014"
"13317","E01014501","E02003052"
"13319","E01014522","E02003061"
"13320","E01014515","E02003061"
"13321","E01014519","E02003057"
"13324","E01033352","E02006887"
"13329","E01014708","E02003060"
"13330","E01014715","E02003020"
"13333","E01014494","E02003019"
"13335","E01014717","E02003020"
"13337","E01014485","E02003034"
"13338","E01014488","E02003034"
"13339","E01014489","E02003034"
"13343","E01014564","E02006888"
"13347","E01014626","E02003032"
"13349","E01014622","E02003032"
"13353","E01033362","E02003050"
"13356","E01014630","E02003016"
"13357","E01014658","E02006889"
"13358","E01033369","E02006889"
"13360","E01014659","E02003016"
"13361","E01014674","E02003038"
"13363","E01014689","E02003013"
"13368","E01014498","E02003014"
"13369","E01033367","E02003036"
"13370","E01014602","E02003012"
"13372","E01033353","E02006887"
"13373","E01033370","E02006887"
"13383","E01014496","E02003019"
"13391","E01014593","E02003062"
"13394","E01014506","E02003052"
"13395","E01014594","E02003059"
"13398","E01014597","E02003062"
"13400","E01014518","E02003057"
"13402","E01014727","E02003064"
"13407","E01032514","E02003064"
"13409","E01014726","E02003064"
"13413","E01014493","E02003019"
"13414","E01014530","E02003046"
"13415","E01014544","E02003041"
"13416","E01014559","E02003033"
"13421","E01014631","E02003015"
"13422","E01014669","E02003031"
"13425","E01014666","E02003028"
"13426","E01014672","E02003028"
"13427","E01014693","E02003013"
"13433","E01014710","E02003026"
"13442","E01014720","E02003017"
"13455","E01014422","E02003009"
"13461","E01014526","E02003049"
"13462","E01014599","E02003059"
"13463","E01014613","E02003058"
"13464","E01014609","E02003058"
"13465","E01014608","E02003058"
"13466","E01014607","E02003058"
"13468","E01014612","E02003063"
"13469","E01014678","E02003044"
"13470","E01014686","E02003039"
"13471","E01014723","E02003063"
"13472","E01014565","E02003040"
"13473","E01014605","E02003012"
"13474","E01014695","E02003047"
"13480","E01014725","E02003063"
"13482","E01033361","E02003050"
"13483","E01033348","E02003034"
"13484","E01033366","E02003034"
"13490","E01014589","E02003024"
"13491","E01032518","E02003029"
"13501","E01014481","E02002996"
"13601","E01014643","E02003018"
"13603","E01014640","E02003014"
"13604","E01014638","E02003014"
"13605","E01014642","E02003018"
"13606","E01014644","E02003018"
"13608","E01014647","E02003055"
"13609","E01014650","E02003055"
"13610","E01014645","E02003053"
"13613","E01014511","E02003027"
"13617","E01014660","E02003025"
"13619","E01014661","E02003016"
"13622","E01014685","E02003039"
"13624","E01014691","E02003013"
"13626","E01014688","E02003013"
"13627","E01014694","E02003013"
"13630","E01014707","E02003060"
"13631","E01014736","E02003051"
"13632","E01014729","E02003051"
"13633","E01014499","E02003019"
"13641","E01014585","E02003055"
"13643","E01014579","E02003056"
"13644","E01014581","E02003056"
"13645","E01014603","E02003012"
"13650","E01014692","E02003013"
"13652","E01014611","E02003063"
"13659","E01032515","E02003064"
"13660","E01014508","E02003027"
"13662","E01014624","E02003029"
"13667","E01014646","E02003053"
"13669","E01014677","E02003044"
"13672","E01014513","E02003027"
"13673","E01014702","E02003060"
"13679","E01014621","E02003028"
"13683","E01014627","E02003032"
"13684","E01032519","E02003029"
"13686","E01014637","E02003021"
"13687","E01014635","E02003021"
"13693","E01014648","E02003053"
"13695","E01014649","E02003053"
"13700","E01014651","E02003053"
"13706","E01014662","E02003021"
"13708","E01014667","E02003028"
"13710","E01014668","E02003031"
"13713","E01014671","E02003031"
"13716","E01014675","E02003038"
"13717","E01014673","E02003038"
"13722","E01014505","E02003052"
"13723","E01014512","E02003027"
"13725","E01014548","E02003045"
"13728","E01014679","E02003044"
"13733","E01014681","E02003040"
"13734","E01014687","E02003039"
"13738","E01014684","E02003040"
"13740","E01014698","E02003047"
"13742","E01014696","E02003047"
"13746","E01014700","E02003047"
"13747","E01014701","E02003047"
"13751","E01014734","E02003051"
"13752","E01014733","E02003051"
"13753","E01014732","E02003048"
"13755","E01014735","E02003048"
"13761","E01033364","E02003050"
"13762","E01033350","E02003043"
"13765","E01014492","E02003019"
"13769","E01014730","E02003048"
"13776","E01014516","E02003061"
"13777","E01014510","E02003021"
"13779","E01014573","E02003030"
"13780","E01014547","E02003041"
"13785","E01033347","E02003034"
"13786","E01014549","E02003045"
"13787","E01014571","E02003023"
"13792","E01014550","E02003045"
"13794","E01014517","E02003061"
"13797","E01014551","E02003037"
"13800","E01014514","E02003027"
"13804","E01014534","E02003054"
"13810","E01014491","E02003031"
"13812","E01014487","E02003031"
"13819","E01014504","E02003052"
"13831","E01014500","E02003050"
"13843","E01014507","E02003027"
"13844","E01014634","E02003016"
"13856","E01033355","E02006887"
"13859","E01014531","E02003046"
"13865","E01014556","E02003037"
"13866","E01014554","E02003037"
"13868","E01014563","E02003036"
"13869","E01014560","E02003033"
"13870","E01014561","E02003036"
"13871","E01014566","E02003040"
"13885","E01014731","E02003048"
"13889","E01014528","E02003046"
"13891","E01014529","E02003046"
"13896","E01014525","E02003049"
"13900","E01014532","E02003046"
"13901","E01014535","E02003054"
"13902","E01014537","E02003046"
"13910","E01014533","E02003054"
"13915","E01014540","E02003043"
"13920","E01014592","E02003024"
"13923","E01014520","E02003057"
"13935","E01014509","E02003027"
"13937","E01014615","E02003022"
"13938","E01014617","E02003022"
"13955","E01014598","E02003059"
"13962","E01014536","E02003054"
"13967","E01014582","E02003056"
"13968","E01014584","E02003056"
"13973","E01014583","E02003055"
"13979","E01014580","E02003056"
"13984","E01014578","E02003055"
"13989","E01014596","E02003062"
"14019","E01014633","E02003015"
"14067","E01014690","E02003013"
"14081","E01014670","E02003031"
"14107","E01014567","E02003040"
"14118","E01033344","E02003043"
"14126","E01014629","E02003029"
"14149","E01014539","E02003036"
"14154","E01014546","E02003041"
"14165","E01014553","E02003037"
"14167","E01014552","E02003037"
"14178","E01033345","E02003043"
"14200","E01014588","E02003024"
"14240","E01014538","E02003043"
"14244","E01014542","E02003043"
"14262","E01014639","E02003014"
"14297","E01033342","E02003036"
"14409","E01014555","E02003045"
"14428","E01014558","E02003033"
"14429","E01014562","E02003033"
"14457","E01014792","E02003067"
"14459","E01014798","E02003066"
"14462","E01014680","E02003044"
"14469","E01014804","E02003086"
"14486","E01014803","E02003089"
"14487","E01014818","E02003081"
"14490","E01014825","E02003079"
"14491","E01014846","E02003082"
"14492","E01014845","E02003082"
"14494","E01014847","E02003077"
"14495","E01014852","E02003070"
"14496","E01014854","E02003077"
"14497","E01014855","E02003076"
"14498","E01014859","E02003076"
"14499","E01014857","E02003076"
"14500","E01014751","E02003071"
"14502","E01014753","E02003071"
"14503","E01014756","E02003074"
"14504","E01014764","E02003078"
"14506","E01014771","E02003087"
"14507","E01014781","E02003072"
"14508","E01014786","E02003068"
"14509","E01014787","E02003068"
"14513","E01014794","E02003066"
"14514","E01014796","E02003067"
"14515","E01014795","E02003065"
"14516","E01014812","E02003081"
"14517","E01014820","E02003080"
"14518","E01014815","E02003081"
"14520","E01014827","E02003079"
"14521","E01014835","E02003080"
"14522","E01014860","E02003076"
"14524","E01014856","E02003076"
"14525","E01032677","E02003067"
"14526","E01014746","E02003087"
"14527","E01014741","E02003088"
"14529","E01014742","E02003088"
"14530","E01014747","E02003088"
"14540","E01014722","E02003063"
"14656","E01014557","E02003033"
"14752","E01014783","E02003072"
"14753","E01032681","E02003065"
"14755","E01014801","E02003084"
"14756","E01014842","E02003082"
"14757","E01014841","E02003082"
"14760","E01014737","E02003075"
"14761","E01014739","E02003075"
"14762","E01014740","E02003075"
"14764","E01014752","E02003069"
"14765","E01014759","E02003069"
"14766","E01014758","E02003069"
"14768","E01014761","E02003074"
"14769","E01014765","E02003078"
"14771","E01014766","E02003068"
"14772","E01014767","E02003068"
"14773","E01014785","E02003072"
"14774","E01014790","E02003065"
"14775","E01014789","E02003066"
"14801","E01014849","E02003070"
"14805","E01014813","E02003081"
"14807","E01014745","E02003088"
"14808","E01014749","E02003088"
"14809","E01014817","E02003080"
"14812","E01032671","E02006846"
"14813","E01014839","E02006845"
"14815","E01014748","E02003088"
"14816","E01014816","E02003081"
"14818","E01014819","E02003081"
"14822","E01014824","E02003079"
"14823","E01014838","E02003080"
